Id,SalePrice
1674,245000.0
1675,185000.0
1676,185000.0
1677,207500.0
1678,184750.0
1679,440000.0
1680,318061.0
1681,264132.0
1682,372402.0
1683,171750.0
1684,179540.0
1685,163990.0
1686,159895.0
1687,179665.0
1688,241000.0
1689,241000.0
1690,180000.0
1691,162000.0
1692,255000.0
1693,179665.0
1694,193000.0
1695,180000.0
1696,268000.0
1697,176000.0
1698,301500.0
1699,315000.0
1700,219210.0
1701,255000.0
1702,318000.0
1703,227000.0
1704,307000.0
1705,192000.0
1706,184750.0
1707,250580.0
1708,250580.0
1709,314813.0
1710,202500.0
1711,275000.0
1712,236500.0
1713,230000.0
1714,214000.0
1715,208500.0
1716,176000.0
1717,178000.0
1718,194700.0
1719,224900.0
1720,287090.0
1721,184900.0
1722,84500.0
1723,155000.0
1724,207500.0
1725,230000.0
1726,187000.0
1727,194700.0
1728,140000.0
1729,185000.0
1730,165000.0
1731,123500.0
1732,143750.0
1733,129000.0
1734,119000.0
1735,130500.0
1736,117500.0
1737,395000.0
1738,224900.0
1739,268000.0
1740,193000.0
1741,142500.0
1742,193000.0
1743,155000.0
1744,392500.0
1745,289000.0
1746,305000.0
1747,290000.0
1748,179000.0
1749,165000.0
1750,154000.0
1751,266500.0
1752,125000.0
1753,152000.0
1754,226000.0
1755,143000.0
1756,135750.0
1757,127000.0
1758,153000.0
1759,171000.0
1760,181000.0
1761,170000.0
1762,160000.0
1763,165500.0
1764,113000.0
1765,188000.0
1766,196000.0
1767,224000.0
1768,124500.0
1769,185850.0
1770,151500.0
1771,137500.0
1772,152000.0
1773,124000.0
1774,124500.0
1775,128900.0
1776,55993.0
1777,110000.0
1778,132500.0
1779,105500.0
1780,161000.0
1781,129000.0
1782,34900.0
1783,122900.0
1784,109900.0
1785,118400.0
1786,87000.0
1787,157000.0
1788,55000.0
1789,110000.0
1790,34900.0
1791,112000.0
1792,165000.0
1793,132250.0
1794,139000.0
1795,124500.0
1796,116000.0
1797,123000.0
1798,139950.0
1799,110000.0
1800,106500.0
1801,93000.0
1802,178000.0
1803,155000.0
1804,139000.0
1805,155000.0
1806,128000.0
1807,145250.0
1808,130000.0
1809,135000.0
1810,131000.0
1811,124000.0
1812,85000.0
1813,125500.0
1814,100000.0
1815,34900.0
1816,83000.0
1817,87000.0
1818,143000.0
1819,154900.0
1820,58500.0
1821,115000.0
1822,186500.0
1823,34900.0
1824,89500.0
1825,140000.0
1826,78000.0
1827,100000.0
1828,141500.0
1829,118400.0
1830,177000.0
1831,197000.0
1832,106000.0
1833,145000.0
1834,137450.0
1835,197000.0
1836,140200.0
1837,100000.0
1838,136900.0
1839,86000.0
1840,179000.0
1841,179000.0
1842,108000.0
1843,145000.0
1844,55993.0
1845,140000.0
1846,146800.0
1847,190000.0
1848,39300.0
1849,144000.0
1850,128000.0
1851,115000.0
1852,139950.0
1853,140000.0
1854,184900.0
1855,143500.0
1856,199900.0
1857,112000.0
1858,118964.0
1859,118858.0
1860,153337.0
1861,118858.0
1862,122000.0
1863,122000.0
1864,122000.0
1865,394432.0
1866,315500.0
1867,244600.0
1868,319000.0
1869,194500.0
1870,147000.0
1871,295493.0
1872,174000.0
1873,234000.0
1874,147000.0
1875,226000.0
1876,207500.0
1877,246578.0
1878,174000.0
1879,140000.0
1880,134900.0
1881,214000.0
1882,255000.0
1883,195000.0
1884,230000.0
1885,274000.0
1886,319000.0
1887,246578.0
1888,270000.0
1889,174000.0
1890,145000.0
1891,140000.0
1892,115000.0
1893,143000.0
1894,124500.0
1895,170000.0
1896,129900.0
1897,110000.0
1898,147000.0
1899,154900.0
1900,162000.0
1901,171000.0
1902,170000.0
1903,122000.0
1904,128900.0
1905,195000.0
1906,131000.0
1907,272000.0
1908,100000.0
1909,124000.0
1910,124000.0
1911,174000.0
1912,262500.0
1913,169000.0
1914,79000.0
1915,392500.0
1916,58500.0
1917,228500.0
1918,118000.0
1919,153000.0
1920,118000.0
1921,377500.0
1922,315500.0
1923,250000.0
1924,280000.0
1925,200000.0
1926,315000.0
1927,158000.0
1928,130500.0
1929,142000.0
1930,106500.0
1931,138000.0
1932,113000.0
1933,175000.0
1934,217000.0
1935,211000.0
1936,192000.0
1937,214000.0
1938,118000.0
1939,270000.0
1940,180000.0
1941,181000.0
1942,207500.0
1943,180000.0
1944,299800.0
1945,337500.0
1946,274970.0
1947,264132.0
1948,274970.0
1949,230000.0
1950,173000.0
1951,302000.0
1952,311872.0
1953,143000.0
1954,226000.0
1955,147000.0
1956,320000.0
1957,127500.0
1958,290000.0
1959,135000.0
1960,111000.0
1961,132500.0
1962,100000.0
1963,83000.0
1964,112000.0
1965,148500.0
1966,179400.0
1967,295493.0
1968,350000.0
1969,377426.0
1970,426000.0
1971,426000.0
1972,335000.0
1973,250000.0
1974,303477.0
1975,184750.0
1976,270000.0
1977,315000.0
1978,440000.0
1979,318061.0
1980,200141.0
1981,360000.0
1982,192000.0
1983,202500.0
1984,179400.0
1985,190000.0
1986,246578.0
1987,171900.0
1988,178000.0
1989,162000.0
1990,222500.0
1991,230000.0
1992,214000.0
1993,179540.0
1994,210000.0
1995,202500.0
1996,240000.0
1997,466500.0
1998,394617.0
1999,269790.0
2000,290000.0
2001,290000.0
2002,220000.0
2003,318000.0
2004,318000.0
2005,192000.0
2006,202500.0
2007,230000.0
2008,170000.0
2009,183200.0
2010,180000.0
2011,162000.0
2012,155835.0
2013,188000.0
2014,193000.0
2015,180000.0
2016,207500.0
2017,183500.0
2018,117500.0
2019,142500.0
2020,125000.0
2021,123500.0
2022,194000.0
2023,160000.0
2024,201000.0
2025,466500.0
2026,179400.0
2027,112000.0
2028,171900.0
2029,193000.0
2030,266000.0
2031,266000.0
2032,266000.0
2033,328900.0
2034,155000.0
2035,205950.0
2036,270000.0
2037,270000.0
2038,325000.0
2039,184100.0
2040,325000.0
2041,257000.0
2042,213500.0
2043,159000.0
2044,181000.0
2045,280000.0
2046,124000.0
2047,125000.0
2048,127500.0
2049,124000.0
2050,173000.0
2051,97000.0
2052,124000.0
2053,141000.0
2054,91000.0
2055,163500.0
2056,123000.0
2057,119000.0
2058,272000.0
2059,107000.0
2060,159000.0
2061,215000.0
2062,139000.0
2063,109000.0
2064,157000.0
2065,135000.0
2066,189000.0
2067,98000.0
2068,124500.0
2069,109900.0
2070,94000.0
2071,113000.0
2072,87000.0
2073,119900.0
2074,185850.0
2075,155000.0
2076,127500.0
2077,154000.0
2078,119000.0
2079,129000.0
2080,120000.0
2081,110000.0
2082,124000.0
2083,172500.0
2084,127000.0
2085,124000.0
2086,109500.0
2087,125500.0
2088,98000.0
2089,66500.0
2090,153575.0
2091,135000.0
2092,128500.0
2093,79000.0
2094,145000.0
2095,196000.0
2096,83000.0
2097,94000.0
2098,172500.0
2099,39300.0
2100,93000.0
2101,138887.0
2102,137500.0
2103,81000.0
2104,102000.0
2105,140000.0
2106,61000.0
2107,197000.0
2108,113000.0
2109,103200.0
2110,110500.0
2111,140000.0
2112,145000.0
2113,119000.0
2114,115000.0
2115,175000.0
2116,120000.0
2117,137450.0
2118,115000.0
2119,120000.0
2120,154900.0
2121,139950.0
2122,40000.0
2123,105000.0
2124,225000.0
2125,87000.0
2126,178000.0
2127,137450.0
2128,113000.0
2129,86000.0
2130,140200.0
2131,185750.0
2132,110000.0
2133,110500.0
2134,116000.0
2135,110000.0
2136,58500.0
2137,139400.0
2138,147000.0
2139,152000.0
2140,144000.0
2141,55993.0
2142,154000.0
2143,175000.0
2144,125000.0
2145,149900.0
2146,156000.0
2147,172000.0
2148,127500.0
2149,120500.0
2150,280000.0
2151,145000.0
2152,224000.0
2153,166000.0
2154,125000.0
2155,120000.0
2156,216500.0
2157,235000.0
2158,210000.0
2159,199900.0
2160,179540.0
2161,287090.0
2162,184750.0
2163,337500.0
2164,295493.0
2165,220000.0
2166,147000.0
2167,241500.0
2168,231500.0
2169,183000.0
2170,230000.0
2171,147000.0
2172,145000.0
2173,141500.0
2174,268000.0
2175,374000.0
2176,274900.0
2177,268000.0
2178,212000.0
2179,144000.0
2180,207500.0
2181,178740.0
2182,203000.0
2183,181134.0
2184,138500.0
2185,55993.0
2186,155000.0
2187,160000.0
2188,179200.0
2189,115000.0
2190,64500.0
2191,64500.0
2192,39300.0
2193,118000.0
2194,106500.0
2195,120500.0
2196,109900.0
2197,100000.0
2198,140000.0
2199,165000.0
2200,116000.0
2201,147000.0
2202,230000.0
2203,155000.0
2204,135000.0
2205,115000.0
2206,132500.0
2207,275000.0
2208,260000.0
2209,223000.0
2210,83000.0
2211,119000.0
2212,109500.0
2213,116000.0
2214,160000.0
2215,83000.0
2216,144000.0
2217,79900.0
2218,109900.0
2219,37900.0
2220,40000.0
2221,392500.0
2222,230000.0
2223,225000.0
2224,170000.0
2225,126000.0
2226,207500.0
2227,155000.0
2228,287090.0
2229,227000.0
2230,167500.0
2231,202500.0
2232,181000.0
2233,173000.0
2234,220000.0
2235,217000.0
2236,257000.0
2237,394617.0
2238,246578.0
2239,84500.0
2240,153500.0
2241,145000.0
2242,155000.0
2243,117000.0
2244,75000.0
2245,75000.0
2246,148000.0
2247,118000.0
2248,124500.0
2249,129900.0
2250,134900.0
2251,106000.0
2252,159000.0
2253,163000.0
2254,185000.0
2255,217000.0
2256,162000.0
2257,172400.0
2258,140000.0
2259,178000.0
2260,142000.0
2261,179900.0
2262,180000.0
2263,299800.0
2264,466500.0
2265,194000.0
2266,266000.0
2267,369900.0
2268,466500.0
2269,173000.0
2270,212000.0
2271,230000.0
2272,205000.0
2273,165000.0
2274,181000.0
2275,235000.0
2276,203000.0
2277,145000.0
2278,172000.0
2279,135500.0
2280,135750.0
2281,194700.0
2282,181000.0
2283,83000.0
2284,112000.0
2285,137500.0
2286,130000.0
2287,374000.0
2288,255500.0
2289,253293.0
2290,466500.0
2291,281213.0
2292,426000.0
2293,465000.0
2294,466500.0
2295,465000.0
2296,359100.0
2297,339750.0
2298,310000.0
2299,301500.0
2300,285000.0
2301,318000.0
2302,214000.0
2303,230000.0
2304,255500.0
2305,185000.0
2306,185000.0
2307,185000.0
2308,209500.0
2309,266000.0
2310,202500.0
2311,190000.0
2312,180500.0
2313,173000.0
2314,179665.0
2315,173000.0
2316,163990.0
2317,185000.0
2318,172400.0
2319,179540.0
2320,176485.0
2321,264561.0
2322,159895.0
2323,187500.0
2324,155835.0
2325,203000.0
2326,179540.0
2327,221000.0
2328,210000.0
2329,193000.0
2330,175000.0
2331,394617.0
2332,466500.0
2333,440000.0
2334,230000.0
2335,255000.0
2336,337000.0
2337,200141.0
2338,270000.0
2339,225000.0
2340,374000.0
2341,213000.0
2342,265900.0
2343,220000.0
2344,236000.0
2345,255500.0
2346,202500.0
2347,200141.0
2348,212000.0
2349,118964.0
2350,318000.0
2351,225000.0
2352,230000.0
2353,200000.0
2354,84500.0
2355,185000.0
2356,157000.0
2357,174000.0
2358,173000.0
2359,147000.0
2360,129000.0
2361,156000.0
2362,268000.0
2363,125000.0
2364,128000.0
2365,197000.0
2366,179900.0
2367,212000.0
2368,190000.0
2369,212000.0
2370,193000.0
2371,130000.0
2372,200141.0
2373,250000.0
2374,285000.0
2375,270000.0
2376,244000.0
2377,430000.0
2378,102000.0
2379,169500.0
2380,146000.0
2381,170000.0
2382,174000.0
2383,213000.0
2384,214000.0
2385,148000.0
2386,158000.0
2387,130000.0
2388,101800.0
2389,115000.0
2390,115000.0
2391,122000.0
2392,110000.0
2393,175500.0
2394,138500.0
2395,179200.0
2396,140000.0
2397,207500.0
2398,133500.0
2399,39300.0
2400,35311.0
2401,129000.0
2402,155000.0
2403,143000.0
2404,159500.0
2405,159950.0
2406,118000.0
2407,155000.0
2408,128000.0
2409,124000.0
2410,165500.0
2411,131400.0
2412,166000.0
2413,124000.0
2414,119750.0
2415,139900.0
2416,102000.0
2417,128900.0
2418,130250.0
2419,117000.0
2420,118000.0
2421,167000.0
2422,113000.0
2423,141500.0
2424,141500.0
2425,115000.0
2426,118400.0
2427,135900.0
2428,185000.0
2429,110000.0
2430,127000.0
2431,134000.0
2432,139950.0
2433,139950.0
2434,132500.0
2435,170000.0
2436,106500.0
2437,123500.0
2438,119000.0
2439,110000.0
2440,129000.0
2441,109900.0
2442,100000.0
2443,119750.0
2444,129000.0
2445,109900.0
2446,124000.0
2447,275000.0
2448,137000.0
2449,147000.0
2450,178000.0
2451,114504.0
2452,197000.0
2453,109900.0
2454,98000.0
2455,88000.0
2456,125000.0
2457,130500.0
2458,119500.0
2459,127000.0
2460,140000.0
2461,125500.0
2462,141500.0
2463,117000.0
2464,137450.0
2465,110000.0
2466,105500.0
2467,129900.0
2468,88000.0
2469,134000.0
2470,172785.0
2471,266500.0
2472,136500.0
2473,108000.0
2474,79000.0
2475,266500.0
2476,130500.0
2477,144000.0
2478,172000.0
2479,135000.0
2480,147000.0
2481,158000.0
2482,142500.0
2483,119500.0
2484,143250.0
2485,125000.0
2486,181000.0
2487,197500.0
2488,175500.0
2489,153000.0
2490,155000.0
2491,109900.0
2492,220000.0
2493,129000.0
2494,171000.0
2495,109900.0
2496,185000.0
2497,145250.0
2498,123500.0
2499,109900.0
2500,152000.0
2501,153000.0
2502,121500.0
2503,64500.0
2504,240000.0
2505,199900.0
2506,227000.0
2507,253293.0
2508,227000.0
2509,203000.0
2510,225000.0
2511,178400.0
2512,227875.0
2513,236000.0
2514,225000.0
2515,148000.0
2516,143750.0
2517,119750.0
2518,144000.0
2519,230000.0
2520,197900.0
2521,190000.0
2522,214000.0
2523,129000.0
2524,107000.0
2525,144000.0
2526,142500.0
2527,80000.0
2528,133500.0
2529,129500.0
2530,85500.0
2531,230000.0
2532,236000.0
2533,180000.0
2534,261500.0
2535,359100.0
2536,228500.0
2537,213500.0
2538,179540.0
2539,180000.0
2540,208300.0
2541,179540.0
2542,118858.0
2543,118000.0
2544,156000.0
2545,127500.0
2546,145000.0
2547,140000.0
2548,118964.0
2549,193000.0
2550,184750.0
2551,173733.0
2552,133500.0
2553,88000.0
2554,128000.0
2555,79000.0
2556,34900.0
2557,120500.0
2558,130000.0
2559,85000.0
2560,116000.0
2561,135000.0
2562,89500.0
2563,137450.0
2564,178000.0
2565,127000.0
2566,145000.0
2567,125000.0
2568,197900.0
2569,130500.0
2570,94500.0
2571,167500.0
2572,184100.0
2573,280000.0
2574,350000.0
2575,127500.0
2576,137500.0
2577,124900.0
2578,127000.0
2579,80000.0
2580,130000.0
2581,155000.0
2582,149900.0
2583,235000.0
2584,153000.0
2585,217000.0
2586,241500.0
2587,246578.0
2588,185000.0
2589,144000.0
2590,279500.0
2591,274970.0
2592,240000.0
2593,265900.0
2594,173000.0
2595,213500.0
2596,440000.0
2597,200000.0
2598,214900.0
2599,314813.0
2600,197500.0
2601,129000.0
2602,75000.0
2603,80000.0
2604,75000.0
2605,75000.0
2606,144000.0
2607,162500.0
2608,200000.0
2609,175000.0
2610,112000.0
2611,215000.0
2612,147500.0
2613,124500.0
2614,62383.0
2615,153000.0
2616,158000.0
2617,206900.0
2618,130500.0
2619,190000.0
2620,193000.0
2621,177000.0
2622,179000.0
2623,255000.0
2624,280000.0
2625,287000.0
2626,173000.0
2627,179900.0
2628,342643.0
2629,625000.0
2630,342643.0
2631,466500.0
2632,342643.0
2633,328900.0
2634,315000.0
2635,144000.0
2636,190000.0
2637,167000.0
2638,210000.0
2639,145250.0
2640,143000.0
2641,93500.0
2642,192000.0
2643,83000.0
2644,124000.0
2645,83000.0
2646,94500.0
2647,94500.0
2648,132000.0
2649,118000.0
2650,239000.0
2651,146000.0
2652,437154.0
2653,147000.0
2654,311872.0
2655,326000.0
2656,342643.0
2657,426000.0
2658,258000.0
2659,309000.0
2660,359100.0
2661,377500.0
2662,377500.0
2663,275000.0
2664,266000.0
2665,315500.0
2666,266000.0
2667,163990.0
2668,179540.0
2669,176432.0
2670,285000.0
2671,179540.0
2672,155000.0
2673,190000.0
2674,246578.0
2675,167240.0
2676,241000.0
2677,216500.0
2678,230000.0
2679,290000.0
2680,290000.0
2681,437154.0
2682,290000.0
2683,556581.0
2684,290000.0
2685,301500.0
2686,290000.0
2687,307000.0
2688,225000.0
2689,197000.0
2690,184750.0
2691,178000.0
2692,84500.0
2693,179600.0
2694,84500.0
2695,190000.0
2696,186500.0
2697,179000.0
2698,204000.0
2699,192000.0
2700,158000.0
2701,112000.0
2702,105500.0
2703,165000.0
2704,151000.0
2705,127500.0
2706,133500.0
2707,109500.0
2708,149900.0
2709,125500.0
2710,125500.0
2711,335000.0
2712,424870.0
2713,179400.0
2714,147400.0
2715,172400.0
2716,151000.0
2717,241000.0
2718,225000.0
2719,144900.0
2720,185850.0
2721,138500.0
2722,144000.0
2723,139000.0
2724,125000.0
2725,138500.0
2726,145000.0
2727,159000.0
2728,148500.0
2729,159434.0
2730,150000.0
2731,142000.0
2732,110000.0
2733,157900.0
2734,153500.0
2735,139000.0
2736,128500.0
2737,122000.0
2738,149000.0
2739,146800.0
2740,158000.0
2741,143000.0
2742,155000.0
2743,157000.0
2744,143000.0
2745,158000.0
2746,134500.0
2747,151000.0
2748,129000.0
2749,113000.0
2750,137000.0
2751,144000.0
2752,265979.0
2753,130500.0
2754,239000.0
2755,105500.0
2756,113000.0
2757,79900.0
2758,86000.0
2759,151000.0
2760,144500.0
2761,174900.0
2762,138500.0
2763,167900.0
2764,202500.0
2765,260000.0
2766,141500.0
2767,93500.0
2768,149000.0
2769,107000.0
2770,140000.0
2771,115000.0
2772,119000.0
2773,122500.0
2774,145000.0
2775,127000.0
2776,176000.0
2777,132000.0
2778,135000.0
2779,107400.0
2780,120000.0
2781,127000.0
2782,109900.0
2783,100000.0
2784,129500.0
2785,112000.0
2786,60000.0
2787,109000.0
2788,93500.0
2789,197000.0
2790,115000.0
2791,105500.0
2792,98600.0
2793,177000.0
2794,128000.0
2795,116000.0
2796,121000.0
2797,274970.0
2798,128500.0
2799,116000.0
2800,88000.0
2801,102000.0
2802,131000.0
2803,181000.0
2804,139600.0
2805,97000.0
2806,67000.0
2807,239000.0
2808,145000.0
2809,120000.0
2810,144900.0
2811,141500.0
2812,144000.0
2813,190000.0
2814,151400.0
2815,114500.0
2816,205000.0
2817,143250.0
2818,129900.0
2819,155000.0
2820,119000.0
2821,87000.0
2822,240000.0
2823,274970.0
2824,167900.0
2825,118964.0
2826,124500.0
2827,145250.0
2828,175500.0
2829,179200.0
2830,250000.0
2831,190000.0
2832,257500.0
2833,270000.0
2834,213500.0
2835,203000.0
2836,202500.0
2837,149500.0
2838,157000.0
2839,191000.0
2840,204000.0
2841,183500.0
2842,193000.0
2843,127000.0
2844,159500.0
2845,122000.0
2846,231500.0
2847,193000.0
2848,220000.0
2849,219500.0
2850,255000.0
2851,215000.0
2852,254900.0
2853,269790.0
2854,140000.0
2855,204000.0
2856,195400.0
2857,186500.0
2858,204000.0
2859,138887.0
2860,127500.0
2861,141000.0
2862,183000.0
2863,93500.0
2864,269790.0
2865,140000.0
2866,130000.0
2867,83500.0
2868,105500.0
2869,106000.0
2870,143000.0
2871,118500.0
2872,60000.0
2873,128000.0
2874,145250.0
2875,142500.0
2876,149000.0
2877,115000.0
2878,178000.0
2879,167900.0
2880,134000.0
2881,140200.0
2882,215000.0
2883,174000.0
2884,174500.0
2885,178000.0
2886,277000.0
2887,113000.0
2888,130000.0
2889,52500.0
2890,79000.0
2891,139000.0
2892,34900.0
2893,93000.0
2894,55000.0
2895,235000.0
2896,235000.0
2897,171000.0
2898,112000.0
2899,225000.0
2900,159950.0
2901,171000.0
2902,204000.0
2903,340000.0
2904,374000.0
2905,98000.0
2906,202500.0
2907,115000.0
2908,133500.0
2909,160000.0
2910,75500.0
2911,75000.0
2912,164500.0
2913,91000.0
2914,75000.0
2915,75000.0
2916,75000.0
2917,143000.0
2918,93500.0
2919,219210.0
